subject,menu,choice
random74,"B,D,E",
random74,"A,B,C,E","A,C"
random74,"A,B,E","B,E"
random74,A,A
random74,"B,C",B
random74,"A,B,C",B
random74,"B,D",B
random74,"B,E",
random74,"A,C,D,E","A,C,D,E"
random74,"C,E",E
random74,"A,D,E","D,E"
random74,"A,D",D
random75,"C,D,E","C,E"
random75,"A,C,E","C,E"
random75,"A,B,D,E","A,B"
random75,"B,C,E",C
random75,"A,B,E",B
random75,"A,C,E",A
random75,"A,B,E",B
random75,"B,D",D
random75,"C,D,E","C,D"
random75,"A,B,C",A
random75,"C,D,E",
random75,"A,C,D,E",A
random75,"B,C,E",
random75,"A,B,D",
random75,"A,B,D","A,B"
random75,"A,B,C,E","A,C,E"
random75,"A,B,C",
random75,"A,B,D,E","A,B,D"
random75,"A,E","A,E"
random75,"A,E",
random75,"A,E",E
random75,"C,D,E","C,D,E"
random75,E,E
random75,"A,B,C","A,C"
random75,"C,E",
random75,C,
random75,"A,B,D",B
random75,C,C
random75,"A,C,E",C
random75,"A,B,C,D,E",
random75,E,
random75,"A,C",
random76,"C,E",E
random76,"B,C",
random76,"A,B,E",
random76,"C,E",
random76,"A,D,E",D
random76,"B,D,E",B
random76,"A,B,E","A,B"
random76,"B,C,D",
random76,"C,E",
random76,"B,C,D","C,D"
random76,"A,B,C,E","B,E"
random76,"B,E",
random76,"A,C,E","A,C"
random76,"A,B,C,E","B,C,E"
random76,"B,D",B
random76,"B,C",C
random76,A,A
random76,"A,C,D,E",
random76,"C,D",D
random76,"A,B,C",A
random76,"A,B,C","A,C"
random76,"A,B,D,E",E
random76,"C,D",D
random76,"A,B,C,D","A,C,D"
random76,"C,D",D
random76,"A,B,C","A,C"
random76,"C,E","C,E"
random76,"B,D,E",D
random76,"D,E",
random76,"C,D,E",
random76,"C,E","C,E"
random76,"A,B,E",A
random77,"B,D",B
random77,"A,B",
random77,"A,C,E",
random77,"A,C",
random77,"B,C,D","C,D"
random77,"B,D,E",
random77,"B,C",
random77,"B,D",D
random77,"B,C",
random77,"A,B,C,D,E","A,C"
random77,"A,B,C,E","B,C,E"
random77,"A,B,E",B
random77,"A,C",C
random77,"A,C,E",A
random77,C,C
random77,"A,C","A,C"
random77,C,
random77,"A,D,E",E
random77,"A,B,C",A
random77,"A,B,C","A,B,C"
random77,"A,B,C,D,E","A,B,E"
random77,"A,B,D,E","D,E"
random77,"D,E","D,E"
random77,"B,D,E","B,E"
random77,"A,B,C,D,E","A,C"
random77,"A,B,E","A,B"
random77,"B,E","B,E"
random77,"A,B,C","B,C"
random77,"A,B,D,E","A,B,D"
random77,"B,D,E","B,D"
random77,"A,C,E",E
random77,"B,D",B
random78,"B,C,D,E","C,D,E"
random78,"B,E",E
random78,"A,B,E",B
random78,"B,C,E",
random78,"A,B,C,D","A,C,D"
random78,"A,D","A,D"
random78,B,
random78,"D,E","D,E"
random78,"A,C",
random78,A,A
random78,"A,D",D
random78,C,
random78,C,
random78,"B,C",C
random78,"B,E",B
random78,B,B
random78,"A,B,D",B
random78,"A,B,C",
random78,"B,D","B,D"
random78,C,C
random78,"C,D",D
random78,"A,C,E",
random78,D,
random78,"B,E",
random78,"A,C,D",
random78,"B,C,D",D
random78,"A,C,D,E",D
random78,"A,B,D,E","D,E"
random78,"C,D,E",E
random78,"A,D","A,D"
random78,"D,E",
random78,"B,C,D",C
random79,"A,D,E","A,D"
random79,"A,B,D,E",B
random79,"B,E",E
random79,"B,D",D
random79,"A,B,D,E","A,E"
random79,"A,B,C,D,E","A,D,E"
random79,"D,E",D
random79,"B,C","B,C"
random79,"A,B,D","B,D"
random79,"A,C,D,E","D,E"
random79,"C,D,E","C,E"
random79,"A,E","A,E"
random79,"C,E","C,E"
random79,"B,C,D",B
random79,"B,D,E",E
random79,"B,E","B,E"
random79,D,D
random79,"A,C,D","A,D"
random79,"B,C,D","B,C"
random79,"A,B,E",B
random79,"A,B","A,B"
random79,"C,D,E",C
random79,"B,E","B,E"
random79,B,
random79,"B,D",
random79,"A,B,E","A,B"
random79,"B,E","B,E"
random79,"A,C,D,E","C,D"
random79,"A,D,E",D
random79,B,
random79,"A,B",
random79,"B,D",D
random80,"C,D","C,D"
random80,"A,B,C,E",
random80,B,
random80,"A,C,D",
random80,"B,D","B,D"
random80,"C,D,E",
random80,"B,D,E",E
random80,"A,D",D
random80,"A,C",C
random80,"A,B,E",B
random80,"A,E",
random80,"A,C,D,E","C,E"
random80,B,B
random80,"A,B,C,D,E",B
random80,"A,D","A,D"
random80,"A,E",A
random80,"B,E","B,E"
random80,"A,D",
random80,"A,C,D,E","C,D,E"
random80,"A,E",A
random80,"A,C,D","A,C"
random80,D,
random80,"A,C,E",C
random80,B,
random80,"A,D,E","A,E"
random80,D,D
random80,"A,C","A,C"
random80,"A,D",A
random80,"A,C,D",
random80,"B,C","B,C"
random80,"C,D,E",
random80,"A,B,C,E",
random81,"A,B",
random81,"C,D",
random81,B,
random81,"C,D,E",E
random81,"A,C",C
random81,"A,C,E",A
random81,C,
random81,"A,D,E",A
random81,"A,B,C,D,E","C,D,E"
random81,"A,E",
random81,C,C
random81,"C,D,E",
random81,"A,B,C,D,E","A,C,D,E"
random81,D,D
random81,"C,D,E","D,E"
random81,"B,C,D,E","B,C,D"
random81,A,
random81,"A,E",
random81,"A,B,D,E","A,D,E"
random81,A,
random81,"A,B,C,D",
random81,"A,C,E","C,E"
random81,E,E
random81,"B,C,D,E",
random81,"A,D",D
random81,"A,B,C","A,B,C"
random81,"B,D",B
random81,B,
random81,"B,C",C
random81,"B,C",C
random81,"C,D,E","C,D,E"
random81,"C,E","C,E"
random82,D,
random82,"B,C,D,E","B,C,D,E"
random82,"A,B,D,E","B,D,E"
random82,"A,B,C","A,B,C"
random82,"A,B,D,E","A,B,E"
random82,"D,E",D
random82,"C,E",C
random82,"B,C,E",B
random82,"B,D,E","B,D,E"
random82,"C,D","C,D"
random82,"A,B,C,D,E","A,D,E"
random82,"B,E",E
random82,"A,B,C,E","A,B,C"
random82,"A,E",E
random82,E,E
random82,"B,C",
random82,"A,B,C,D","A,B,C,D"
random82,"A,D,E","A,D,E"
random82,"A,B",B
random82,"B,C,D,E",
random82,"B,D",
random82,"C,D",C
random82,B,
random82,"A,B,C,D,E","A,C,D,E"
random82,"A,D,E","A,D,E"
random82,"B,C,D","B,C"
random82,"A,D",
random82,"C,D","C,D"
random82,"B,D,E","B,E"
random82,"A,E","A,E"
random82,"A,B,C","B,C"
random82,"A,B,C,D","B,C,D"
random83,"A,C,E","C,E"
random83,"B,E","B,E"
random83,C,C
random83,"A,E",
random83,"B,D,E",B
random83,"C,D,E","C,D"
random83,A,A
random83,"B,D,E","D,E"
random83,"A,B",
random83,A,A
random83,"A,B,D,E",
random83,"B,C",C
random83,"A,C,D",D
random83,"A,B,C","A,B"
random83,E,
random83,"A,D,E",
random83,"A,B,D",
random83,"A,B,D",
random83,"C,D,E","C,D"
random83,"B,D",D
random83,"C,D",C
random83,B,B
random83,"D,E","D,E"
random83,"B,C,D","C,D"
random83,"B,C,D",B
random83,"A,B,C",B
random83,"B,C,E",
random83,"A,B",
random83,"A,B,C,D",
random83,"A,D","A,D"
random83,"B,C,E",E
random83,"A,B",
random84,"B,E",
random84,"A,C","A,C"
random84,"A,D",
random84,"A,E","A,E"
random84,"A,B","A,B"
random84,"A,B,D,E",
random84,A,
random84,"B,C,E","B,C,E"
random84,"B,D,E","B,E"
random84,"A,B,E",
random84,"B,C,E","B,E"
random84,"C,E","C,E"
random84,"C,D",C
random84,"A,B,C,E",
random84,"D,E",
random84,"C,E",
random84,"A,B,C,E","A,E"
random84,"B,D,E","D,E"
random84,"C,E",E
random84,"B,C,D","B,C,D"
random84,E,E
random84,"A,C,D,E",
random84,"B,C,E",
random84,"B,E",
random84,"A,C,E","A,C"
random84,"B,C,E",C
random84,"A,B,C,E",E
random84,"B,D",D
random84,"A,E","A,E"
random84,"A,B,C,E",B
random84,"A,D,E","A,E"
random84,"B,C,E","B,E"
random85,B,
random85,C,
random85,"A,B,E","A,E"
random85,"A,C,D",C
random85,"B,C,E","B,C,E"
random85,"D,E",
random85,"A,C,D,E","D,E"
random85,"B,E",E
random85,"B,C,D,E","B,D,E"
random85,"B,E","B,E"
random85,"A,E",E
random85,"B,E",
random85,"A,B,E","B,E"
random85,"A,B","A,B"
random85,"A,D,E",A
random85,"B,C,D,E",
random85,"A,B","A,B"
random85,"B,D","B,D"
random85,"A,C,E","A,C"
random85,D,D
random85,E,
random85,"A,C,D","A,D"
random85,"B,D,E",D
random85,"A,B,D",D
random85,"C,E",E
random85,"C,D","C,D"
random85,"C,D",C
random85,"B,E",
random85,C,C
random85,"C,E",
random85,"D,E",
random85,"B,C",
random86,"B,C",B
random86,B,
random86,"A,B,C,E","A,E"
random86,"A,B,C,D","A,B,C"
random86,"A,B,C,D,E","A,B,C"
random86,"B,D,E",
random86,"A,B,C","A,C"
random86,"B,D,E","B,E"
random86,"B,C,D",
random86,"A,B,C","B,C"
random86,B,
random86,"B,C","B,C"
random86,"A,B,C,D,E","A,C,E"
random86,"A,C,D",
random86,A,
random86,"A,B",B
random86,"A,B,C,D,E","A,D,E"
random86,"B,C,D,E","B,E"
random86,"A,B,C,D,E",D
random86,C,C
random86,"A,B,E",E
random86,B,
random86,"B,C,E","C,E"
random86,"A,D","A,D"
random86,"A,B,D,E","A,D"
random86,"B,E","B,E"
random86,"A,C,D,E","A,C,D"
random86,"D,E",D
random86,"A,B,C","B,C"
random86,"A,B,D",A
random86,"A,B,C,D","A,B,D"
random86,"D,E","D,E"
random87,"A,B,E",A
random87,A,
random87,"A,B,C,D",A
random87,"B,D,E","B,E"
random87,"A,B,C,D","C,D"
random87,"A,C",
random87,"A,B,D","A,D"
random87,"A,E",A
random87,"A,D","A,D"
random87,"A,D","A,D"
random87,"A,B,E",
random87,"A,E",
random87,"A,B,C,D,E","B,D,E"
random87,"B,C",B
random87,"A,C,E",E
random87,"B,D",B
random87,C,
random87,"A,B,C,D,E",
random87,"C,E",
random87,D,D
random87,"B,C,D","B,D"
random87,E,E
random87,"A,B,D,E","B,D,E"
random87,"B,C,D",B
random87,"A,B,E","A,B,E"
random87,"B,D",B
random87,"B,C,D,E","B,E"
random87,A,A
random87,"D,E",E
random87,"B,D",
random87,D,
random87,"A,B,C,D","A,B,C,D"
random88,"A,C,D,E",
random88,E,E
random88,"B,D,E","B,D,E"
random88,"B,D",
random88,"A,B,C,E","C,E"
random88,"A,D,E","A,D"
random88,"B,E",E
random88,"A,B,D",
random88,"D,E",
random88,"A,B",A
random88,"A,E",E
random88,"C,D,E","C,D,E"
random88,"A,D","A,D"
random88,"C,E","C,E"
random88,"A,B,C",B
random88,C,
random88,"B,E","B,E"
random88,"A,C",A
random88,"B,C,D,E",
random88,"A,C","A,C"
random88,"A,E",
random88,"A,B","A,B"
random88,"B,D,E",D
random88,A,A
random88,"B,C,D","B,C"
random88,"B,C,E",C
random88,"A,C,D",A
random88,"A,B,C,D,E",
random88,"A,B,D",
random88,"A,B,E","A,E"
random88,"A,C,D",
random88,"D,E","D,E"
random89,"A,C,D,E","A,D"
random89,C,C
random89,"D,E",D
random89,"B,C,D",C
random89,"A,B,D,E",B
random89,"C,D,E",C
random89,"B,C,D",
random89,"B,C,D,E","D,E"
random89,"A,C",A
random89,"B,C,D,E",
random89,"B,C,D","B,C,D"
random89,"A,B,D,E",B
random89,C,
random89,"A,B,C,D",
random89,"A,C,E",E
random89,"B,C,D","B,C,D"
random89,D,
random89,"B,E",E
random89,"A,C",C
random89,"C,D,E",D
random89,B,
random89,"A,B,E",
random89,"B,E","B,E"
random89,"A,D,E",
random89,"B,E",
random89,"A,B",
random89,"A,C,D,E","A,C"
random89,"B,C",
random89,"A,D","A,D"
random89,"B,D",B
random89,"A,B,E","A,E"
random89,"A,B,D","B,D"
random90,"C,D,E","D,E"
random90,D,
random90,"D,E","D,E"
random90,B,
random90,"B,D",B
random90,"A,B,D",
random90,"B,C,E",C
random90,"A,B,E",
random90,"A,B,E",E
random90,"C,D,E",E
random90,"B,D,E","B,D,E"
random90,D,
random90,B,B
random90,"C,E",
random90,"A,D","A,D"
random90,"C,D,E",D
random90,"A,C,E","A,C"
random90,"A,B,C,D,E","C,D"
random90,"A,C",
random90,"A,B",
random90,"A,D,E",D
random90,"C,D","C,D"
random90,A,
random90,"A,E",E
random90,"A,C",
random90,"B,D","B,D"
random90,"A,B,C,D,E",
random90,"A,B,C,E","C,E"
random90,"B,C",C
random90,C,
random90,B,B
random90,"B,C,D,E",D
random91,"B,E","B,E"
random91,"B,C,D,E",D
random91,"A,C,E","C,E"
random91,"A,C,D,E",
random91,"A,B,C,E","A,B,C"
random91,"A,B,D,E","A,E"
random91,"A,E",A
random91,E,
random91,"C,E",C
random91,"B,C,E","B,E"
random91,"A,B,C,D",
random91,"A,B,C,D","C,D"
random91,"A,E","A,E"
random91,B,
random91,"A,D",
random91,A,A
random91,"C,D,E",
random91,A,
random91,A,
random91,C,C
random91,"B,C,D,E",
random91,"A,D,E","A,D,E"
random91,"A,C,E","C,E"
random91,"B,D",
random91,"B,E","B,E"
random91,"A,B,D,E","A,B"
random91,"A,B,C,D","B,C"
random91,"A,B,C,D,E",C
random91,"A,B,C,D,E","A,C,D,E"
random91,"B,C,E","B,C,E"
random91,"A,B,C","A,B,C"
random91,"A,D,E",
random92,"A,B,D",D
random92,"B,C,D,E","B,E"
random92,"B,C,D","B,C"
random92,"B,D",
random92,C,C
random92,"C,E",
random92,"A,B,C","A,B"
random92,"C,E",C
random92,C,C
random92,B,B
random92,"A,D,E","D,E"
random92,"A,C",C
random92,A,A
random92,"A,D,E","D,E"
random92,"A,B",
random92,"B,C,E",
random92,C,C
random92,"A,D",A
random92,"B,C,D,E",
random92,"D,E",E
random92,"B,C,D,E",C
random92,"A,C,E","C,E"
random92,B,
random92,"A,B",B
random92,"A,C,D,E",
random92,"C,E",C
random92,A,
random92,"B,D,E",
random92,"A,C","A,C"
random92,"B,D",D
random92,"B,C,D,E","C,D"
random92,"C,D,E","C,D"
random93,"B,E","B,E"
random93,"A,E","A,E"
random93,"D,E",D
random93,"B,C",
random93,"A,B,C,D,E","A,B,C,D,E"
random93,"B,D,E","B,D"
random93,"C,E",C
random93,"C,E",
random93,"A,B,D,E",D
random93,"A,C,D,E",C
random93,"B,C,D,E",
random93,"A,B,E",B
random93,"C,E",E
random93,"C,D,E",C
random93,"C,D,E","D,E"
random93,"A,C,E",E
random93,"A,C,D,E",
random93,"B,E","B,E"
random93,"D,E",D
random93,"A,C,D","A,D"
random93,"B,C,E",
random93,"B,C,D,E","D,E"
random93,"A,D,E",D
random93,"A,B,D,E","A,B,D"
random93,"B,C,D,E",E
random93,"B,E",
random93,"A,C,E",
random93,"B,D",
random93,D,
random93,"A,D,E","A,D"
random93,D,
random93,E,E
random94,"C,D",
random94,"A,B,C",
random94,"A,D,E",
random94,"B,D",D
random94,"A,C,D,E",
random94,"B,C,E",
random94,B,
random94,"A,B",
random94,"B,C,D,E","B,D,E"
random94,"A,B,D,E",
random94,"A,B,C,D,E","B,C,D,E"
random94,"A,B,C,D,E","A,E"
random94,"A,C,E",C
random94,A,A
random94,A,
random94,"A,B",A
random94,"C,E",C
random94,"A,B,C,D",C
random94,"A,C,E",A
random94,"B,C,D,E",B
random94,"A,B,C,D","A,B,C,D"
random94,B,
random94,"A,B,C,D,E","A,B,C,E"
random94,D,D
random94,"A,C,D,E",C
random94,"A,E",A
random94,D,
random94,"A,C,D,E",
random94,"B,C","B,C"
random94,"A,D",A
random94,"C,E",C
random94,"B,C","B,C"
random95,"A,D",D
random95,"A,C","A,C"
random95,C,
random95,"A,B,E","A,B,E"
random95,E,
random95,"A,C,E",E
random95,"B,D,E","D,E"
random95,"A,C,D,E","C,D"
random95,"A,B,C",
random95,"C,D,E",D
random95,C,
random95,"A,B,C,D","A,B,C,D"
random95,"A,B,C","B,C"
random95,"A,B,D,E","A,B"
random95,"A,E",A
random95,B,
random95,"A,C,D,E","A,C"
random95,E,
random95,"B,D,E",D
random95,C,C
random95,"A,D",A
random95,"A,B,D,E","A,B,D"
random95,E,
random95,"A,B,C","A,C"
random95,"D,E",
random95,"A,B,E",E
random95,"A,B","A,B"
random95,"A,B,D,E","A,E"
random95,"A,D,E",A
random95,"A,B",A
random95,"D,E","D,E"
random95,"A,C",C
random96,E,E
random96,"B,E",
random96,"A,C,D,E",
random96,"B,C",
random96,"C,D",
random96,"C,E",E
random96,"A,B,C","B,C"
random96,"D,E",
random96,"A,C,D",D
random96,"B,D,E","B,D"
random96,"B,C,D,E",D
random96,"A,C,E",A
random96,"B,E",E
random96,"A,C,D","C,D"
random96,"B,C,D",
random96,"D,E",
random96,"A,B,C,D,E","A,B,D"
random96,"B,C,E","B,E"
random96,"A,C,E",C
random96,"B,D",
random96,"A,B,D",
random96,"A,D","A,D"
random96,"A,D,E",D
random96,"C,D,E",D
random96,"A,B,C,D,E","A,E"
random96,"A,E",A
random96,"A,D",D
random96,"A,B","A,B"
random96,"C,D,E",
random96,"B,E",B
random96,"D,E",E
random96,"D,E","D,E"
random97,"B,C,D,E","B,C,D,E"
random97,"A,B,C","A,B,C"
random97,"A,C,D","A,D"
random97,"A,D,E",
random97,"A,C,D,E","A,E"
random97,C,
random97,"A,B,C",
random97,"A,B,C,D","B,D"
random97,E,E
random97,"A,C,D,E","A,C,E"
random97,"B,C,E",
random97,E,E
random97,"B,E","B,E"
random97,"A,B,C,D,E","A,C,D,E"
random97,"A,B,C",
random97,E,E
random97,"A,C,D,E","A,D"
random97,"B,C,D",
random97,"C,D,E",C
random97,B,
random97,"C,D,E","D,E"
random97,"A,B,D,E",
random97,"A,B,C,D,E","C,D"
random97,C,
random97,"A,C",A
random97,"A,E",A
random97,"A,D,E",E
random97,"B,C,D,E",
random97,"C,D",
random97,"A,B,E","A,E"
random97,"A,C,D,E","A,C,E"
random97,"B,C,D",C
random98,"C,D",
random98,"C,E","C,E"
random98,D,D
random98,"B,C,D",B
random98,D,D
random98,B,B
random98,"A,B,E",A
random98,"B,C","B,C"
random98,A,A
random98,"A,B,C",C
random98,"A,E",E
random98,B,
random98,"A,D",
random98,"B,C,E","B,E"
random98,"B,C,D",B
random98,"A,C",
random98,"B,D",
random98,"C,D",
random98,"A,C,D",A
random98,"A,C,D",A
random98,"B,C,E","B,C,E"
random98,A,
random98,"A,B,C,E","B,C,E"
random98,A,A
random98,B,
random98,"A,B,C","A,B,C"
random98,D,
random98,"A,B,D","B,D"
random98,"D,E",E
random98,C,C
random98,"B,C,D,E",D
random98,D,
random99,"A,B,C,D","A,B,D"
random99,"B,C,D",D
random99,"B,C",
random99,"A,C",A
random99,E,
random99,"C,D,E","C,D"
random99,D,D
random99,"A,B,C","B,C"
random99,"A,D","A,D"
random99,"A,C,D","A,C,D"
random99,"A,B,D,E","A,B,D,E"
random99,"A,B,C","A,B"
random99,"A,B,C,E",E
random99,B,B
random99,"C,D",D
random99,"B,C,D",
random99,A,A
random99,"B,C,D,E","B,C,D,E"
random99,"B,D","B,D"
random99,"A,B,C,E",B
random99,"C,D","C,D"
random99,"B,C,D",
random99,"C,E","C,E"
random99,"C,D",
random99,"A,B,C,D,E","A,D,E"
random99,"A,C,D,E",
random99,D,
random99,"A,B,D",
random99,"A,E",A
random99,"B,C","B,C"
random99,"A,C",
random99,"A,B,E",E
random100,"B,D,E",E
random100,"B,C",
random100,"A,B,C,D","A,B,D"
random100,"A,C,E","A,C,E"
random100,"A,B,C,D","A,C,D"
random100,"A,B,C,E",
random100,"B,D",D
random100,"A,B,C","A,B"
random100,"A,B,C,E",
random100,C,C
random100,"A,C,D",
random100,"B,C,E","B,C,E"
random100,"C,D","C,D"
random100,"A,E",A
random100,"A,E",E
random100,"D,E",E
random100,"A,C,D","A,C,D"
random100,"D,E",E
random100,"D,E",
random100,E,
random100,"A,C,D",C
random100,"A,B,C,E","A,C"
random100,A,
random100,"B,C,D",
random100,"A,B,C,D","A,D"
random100,D,D
random100,"A,C","A,C"
random100,"B,D,E",
random100,C,
random100,E,
random100,B,B
random100,"A,C,D",
random101,"B,C,D",C
random101,B,
random101,"D,E","D,E"
random101,"A,B,D,E","A,D,E"
random101,A,A
random101,"A,B,D,E","A,E"
random101,"B,D","B,D"
random101,"C,D",
random101,"A,B,E",
random101,"B,C,D",B
random101,"A,C,E",C
random101,"A,B,E",
random101,B,
random101,D,
random101,"A,C,D","C,D"
random101,"A,C,E",
random101,"A,B,C,D",C
random101,"C,D",
random101,"B,D","B,D"
random101,"A,C,E",E
random101,"A,D,E","A,D"
random101,"A,B,E","A,B,E"
random101,"C,E",E
random101,"A,B,C,E","A,B,E"
random101,E,E
random101,"A,B,D","A,B"
random101,E,
random101,"A,B",B
random101,"A,E",
random101,"A,C","A,C"
random101,"A,B,C,E","C,E"
random101,"A,D","A,D"
random102,"A,B,D,E","B,D,E"
random102,"A,B,C,D,E",E
random102,"A,B,D",B
random102,"B,C",C
random102,C,
random102,"C,D","C,D"
random102,"A,C,D","C,D"
random102,C,C
random102,"A,B,D,E","D,E"
random102,D,
random102,"B,C,E",
random102,"B,D,E",
random102,"A,B,D",A
random102,"B,E",
random102,"B,C",
random102,"C,E",
random102,"A,D,E",A
random102,D,
random102,"A,C,D","A,C,D"
random102,"B,C,D",C
random102,"A,B","A,B"
random102,"B,D,E","B,D,E"
random102,"A,C,E","A,C,E"
random102,"A,C,D,E","C,D,E"
random102,"A,C,D","A,C"
random102,"A,D",A
random102,"B,C,D","B,D"
random102,"A,B,E","B,E"
random102,B,B
random102,"A,B,C,D",B
random102,E,
random102,"B,C","B,C"
random103,"A,D",
random103,"B,C,D","B,C"
random103,"A,B,D,E",
random103,"C,D,E",D
random103,"B,D,E",
random103,"A,D","A,D"
random103,"B,C,D,E",
random103,"B,D,E","D,E"
random103,"C,D",D
random103,"B,C,D,E","B,C,D,E"
random103,"B,D,E",B
random103,"B,C,D,E","B,D"
random103,D,
random103,"B,C,E","B,E"
random103,"A,C,D,E",
random103,"B,D","B,D"
random103,A,
random103,A,
random103,"A,B,C,D,E",D
random103,"C,D,E",
random103,"B,D,E",
random103,"B,C,D","B,C,D"
random103,C,C
random103,"A,B,D","B,D"
random103,"B,D,E","B,D"
random103,"A,D,E","A,D"
random103,"A,B,D",B
random103,B,
random103,"B,C",B
random103,"B,C,D",
random103,A,
random103,"B,D,E","B,D"
random104,"B,D","B,D"
random104,D,
random104,"A,C,D","C,D"
random104,"B,D,E",E
random104,"A,D",D
random104,"B,C",
random104,C,
random104,"A,D,E",
random104,C,C
random104,"A,B,C",
random104,"A,C,D,E",E
random104,"C,D",C
random104,"A,C,D,E","D,E"
random104,"A,B,C",C
random104,"B,D,E",
random104,"B,C",C
random104,"A,B,C,D",
random104,"A,B,C,E",
random104,"A,B,E",B
random104,"B,C",B
random104,"C,D,E","C,E"
random104,A,
random104,"B,C,D","B,C,D"
random104,D,D
random104,"D,E",
random104,"A,C",
random104,"A,B,C,D,E","B,C,D,E"
random104,"C,E",
random104,A,A
random104,D,D
random104,"A,B,C,E",A
random104,"A,B,C",C
random105,D,D
random105,"A,B",B
random105,"A,B,E","A,B"
random105,"A,B,D,E",A
random105,D,D
random105,E,E
random105,"A,B,D",A
random105,"B,D",
random105,A,A
random105,"A,B,D","A,B,D"
random105,"B,D",B
random105,D,
random105,C,
random105,"A,C,D","A,D"
random105,"A,B,C,E","A,C,E"
random105,"A,C,D,E",A
random105,"A,C,D,E","A,C,E"
random105,"A,B,C,D,E","C,D"
random105,"A,E",
random105,"A,C,D,E","A,C,E"
random105,"A,B",
random105,"B,E","B,E"
random105,"B,E",E
random105,"B,E",E
random105,"A,D",D
random105,A,
random105,"A,C,D,E",C
random105,"B,D,E","B,D"
random105,"A,B","A,B"
random105,"A,C,D","C,D"
random105,"B,C,E",B
random105,"A,B",
random106,"B,D,E","B,D"
random106,"B,D",D
random106,"A,C,E",C
random106,"D,E",D
random106,"A,B,E",B
random106,C,
random106,"B,C,D",
random106,"B,E","B,E"
random106,"A,B,D","A,D"
random106,D,D
random106,"B,D",B
random106,"A,B,C",
random106,"A,C,D,E",A
random106,"B,D,E",B
random106,"B,D","B,D"
random106,"A,B,E",E
random106,A,A
random106,"C,D","C,D"
random106,"A,B,C,D","C,D"
random106,E,
random106,"A,B,C",
random106,"B,E",B
random106,"A,B,D",A
random106,"A,C,D,E","A,C,D"
random106,"A,B",B
random106,C,
random106,D,D
random106,"A,B,C,E","A,C,E"
random106,"B,C,E",
random106,"B,E","B,E"
random106,"A,D,E","A,D"
random106,"A,E",
random107,"D,E",E
random107,"A,C,E",A
random107,"A,C,D,E","A,D,E"
random107,"A,D,E",D
random107,"B,C",B
random107,"A,B,D,E",
random107,"C,E",C
random107,"A,C,E","C,E"
random107,"A,B",B
random107,C,C
random107,"A,D,E","D,E"
random107,E,
random107,"A,B,E",
random107,"A,B",
random107,D,D
random107,"B,C,D,E","C,E"
random107,"A,B,E","A,B,E"
random107,"B,D,E",D
random107,"A,C","A,C"
random107,B,B
random107,"A,C,E",
random107,"B,C","B,C"
random107,"B,C,D,E",B
random107,C,
random107,"B,D",B
random107,"B,C,D",
random107,"B,C,D",
random107,"B,D",B
random107,"A,B,C",
random107,"A,B,C,E",B
random107,"B,E",E
random107,"A,C,D",
random108,"A,B,C,D","A,B"
random108,"D,E",E
random108,"A,B,C,D,E",
random108,"A,B","A,B"
random108,"A,C,E",
random108,"A,B,C,E","A,C,E"
random108,"C,E",
random108,"D,E",E
random108,"A,B,C,D","C,D"
random108,"B,E","B,E"
random108,"A,C",
random108,"B,D,E",
random108,B,B
random108,E,E
random108,"B,D","B,D"
random108,"B,D",B
random108,"B,D",B
random108,"A,B,E",E
random108,"A,B,C,D,E","A,B,C,E"
random108,"B,D,E","D,E"
random108,"A,D",
random108,"A,B",A
random108,"C,D,E",C
random108,"A,C",A
random108,"A,B,C,D","A,B,C,D"
random108,A,
random108,"A,D,E","D,E"
random108,E,
random108,"A,D","A,D"
random108,"C,D,E","D,E"
random108,"B,D,E",
random108,"A,B,C,D,E","C,D,E"
random109,"C,D,E",C
random109,C,
random109,"C,E",E
random109,B,
random109,"A,B,D,E","A,B,D"
random109,"A,B,D","A,B,D"
random109,B,
random109,C,C
random109,"A,D",
random109,"A,B,E",B
random109,"A,C",
random109,"A,E","A,E"
random109,"A,C",A
random109,"A,E",
random109,"C,D,E",E
random109,"C,D",D
random109,"C,D,E","D,E"
random109,"A,C,E",
random109,"A,B,C",C
random109,"B,C,E","B,E"
random109,"B,C",
random109,"A,C,E","A,E"
random109,"A,C",
random109,"B,D,E",
random109,"B,E",B
random109,"A,B,C,E","C,E"
random109,"A,B,C","A,B,C"
random109,"A,B,E","A,E"
random109,"B,E",
random109,"A,B,D,E","B,D"
random109,"A,B,E",
random109,C,C
random110,"B,C","B,C"
random110,D,
random110,A,A
random110,"B,D",B
random110,A,
random110,C,C
random110,"A,B,C,D",A
random110,"A,C","A,C"
random110,C,C
random110,"A,D,E","A,E"
random110,D,
random110,"A,B,C",
random110,"A,E",
random110,C,
random110,"B,D","B,D"
random110,"B,E",E
random110,"A,B,C,E","A,B"
random110,"A,D",A
random110,"A,C,E","A,C,E"
random110,"A,C,E","A,C,E"
random110,"C,E",
random110,D,
random110,"A,B,C,D",
random110,"A,E",A
random110,"C,D","C,D"
random110,"A,B,E","A,B,E"
random110,"A,B,E",
random110,"C,E",C
random110,"A,B,C",C
random110,"A,E",
random110,"A,B",
random110,"C,D",
random111,"A,B,C",C
random111,"A,B","A,B"
random111,B,B
random111,"A,B,C","A,B"
random111,"A,D",D
random111,E,E
random111,"B,D",
random111,"A,C","A,C"
random111,"C,D","C,D"
random111,C,C
